,price
2022-05-06,22885.837762921725
2022-05-07,23559.11632775916
2022-05-08,22841.08950979091
2022-05-09,23313.233806188207
2022-05-10,24481.16509832758
2022-05-11,25229.533616479483
2022-05-12,25421.6848210518
2022-05-13,25519.683741886147
2022-05-14,25437.26043423629
2022-05-15,25404.149290119218
2022-05-16,26345.873016881014
2022-05-17,27399.419590503974
2022-05-18,27776.639834594564
2022-05-19,26669.260887377724
2022-05-20,26172.482528949262
2022-05-21,26408.652662982488
2022-05-22,26436.336143262546
2022-05-23,25323.0050552706
2022-05-24,25910.54215918917
2022-05-25,28189.679124073107
2022-05-26,26646.136270762137
2022-05-27,26695.464486588833
2022-05-28,28071.253698906887
2022-05-29,27624.731892448726
2022-05-30,27251.597473794438
2022-05-31,27382.95621720921
2022-06-01,27859.275758524764
2022-06-02,27477.856751189247
2022-06-03,28330.578138202247
2022-06-04,26558.337754138538
2022-06-05,27247.750631383362
2022-06-06,27565.087161888576
2022-06-07,27410.629068234164
2022-06-08,27730.315876060075
2022-06-09,27756.39183270311
2022-06-10,28922.142107773758
2022-06-11,28438.31849797197
2022-06-12,28384.22378832369
2022-06-13,27159.36669729205
2022-06-14,26077.905097112496
2022-06-15,25843.95553738097
2022-06-16,24592.11316291205
2022-06-17,23825.87159715407
2022-06-18,22774.53557614563
2022-06-19,22362.680601776294
2022-06-20,22434.16765292146
2022-06-21,23095.425824689126
2022-06-22,21633.411903911365
2022-06-23,21447.571870728876
2022-06-24,22028.15245077592
2022-06-25,23044.44450781361
2022-06-26,24227.363957925845
2022-06-27,22962.0592223129
2022-06-28,22511.402374890633
2022-06-29,22911.359455648817
2022-06-30,23599.670000113794
2022-07-01,23809.729376924024
2022-07-02,23996.37179638537
2022-07-03,24165.522275790692
2022-07-04,23574.658134807676
2022-07-05,23685.744956064947
2022-07-06,24284.209750391965
2022-07-07,24001.00949419062
2022-07-08,24894.64801667107
2022-07-09,22555.9590422215
2022-07-10,22183.217620672494
2022-07-11,23409.222252707274
2022-07-12,24180.69434829842
2022-07-13,25378.243811228203
2022-07-14,25499.738508734135
2022-07-15,24555.62791385781
2022-07-16,24112.898498328203
2022-07-17,25305.748989381067
2022-07-18,23645.468980418238
2022-07-19,22730.432550526362
2022-07-20,21402.082100505348
2022-07-21,20949.657751940213
2022-07-22,20653.85934233464
2022-07-23,21026.22913410911
2022-07-24,20464.384271022012
2022-07-25,21642.52742704731
2022-07-26,22172.702992032955
2022-07-27,21820.20173611889
2022-07-28,21128.23131911014
2022-07-29,20077.265564636084
2022-07-30,20157.330347253603
2022-07-31,21441.137713306165
2022-08-01,21293.06798448751
2022-08-02,20604.648413262756
2022-08-03,20553.90475250914
2022-08-04,20213.439719725455
2022-08-05,19627.612237133348
2022-08-06,18417.711507202635
2022-08-07,18368.012262538923
2022-08-08,19235.364695886048
2022-08-09,20100.928069589205
2022-08-10,20812.423079127257
2022-08-11,20953.93789477669
2022-08-12,21259.1260229594
2022-08-13,21947.6295193986
2022-08-14,21899.558762485605
2022-08-15,22086.458493594324
2022-08-16,21802.642021389554
2022-08-17,22593.213419593976
2022-08-18,21878.916071084564
2022-08-19,22380.17281754368
2022-08-20,23007.588033153785
2022-08-21,23649.675740910166
2022-08-22,24208.948983415554
2022-08-23,23838.20055173107
2022-08-24,23407.411068169717
2022-08-25,23094.32463592584
2022-08-26,22815.56016758611
2022-08-27,22010.789714343533
2022-08-28,21673.416776309972
2022-08-29,21233.14634416084
2022-08-30,20588.232493410476
2022-08-31,20836.800710594915
2022-09-01,20338.52299694034
2022-09-02,20501.848529263196
2022-09-03,21473.790754414676
2022-09-04,22827.75911147207
2022-09-05,22845.20171574498
2022-09-06,23587.84158633068
2022-09-07,23787.68250217179
2022-09-08,25653.53511603263
2022-09-09,27544.125564518257
2022-09-10,28870.797823084
2022-09-11,28709.20436981767
2022-09-12,28483.798655194278
2022-09-13,28979.637522668803
2022-09-14,28949.904912592287
2022-09-15,28726.350965732963
2022-09-16,29364.098552202697
2022-09-17,28191.781668368618
2022-09-18,26279.82562428962
2022-09-19,25196.768562755093
2022-09-20,24186.313795848702
2022-09-21,24114.776427302666
2022-09-22,23459.639082616464
2022-09-23,23304.852393645157
2022-09-24,21859.173869554954
2022-09-25,23182.91373932219
2022-09-26,23542.56685679442
2022-09-27,22894.179856865398
2022-09-28,23131.934267613247
2022-09-29,24050.456071196615
2022-09-30,24766.80474553576
2022-10-01,24687.695079823334
2022-10-02,25165.79289688961
2022-10-03,25894.099935075636
2022-10-04,24862.127773907254
2022-10-05,23630.232232221217
2022-10-06,23111.302253007507
2022-10-07,23860.878965278265
2022-10-08,25084.106111359193
2022-10-09,25205.604928061315
2022-10-10,26428.608818901193
2022-10-11,27410.0756818141
2022-10-12,27337.863291683807
2022-10-13,26697.190444039625
2022-10-14,26134.933756999886
2022-10-15,26199.28110299343
2022-10-16,27382.49820494999
2022-10-17,28220.343660184
2022-10-18,27000.128087916342
2022-10-19,25833.8347496104
2022-10-20,26594.45726670773
2022-10-21,26766.370142927655
2022-10-22,25971.04582136025
2022-10-23,26565.537640462207
2022-10-24,27780.652400028423
2022-10-25,28592.095797369187
2022-10-26,28692.261777021045
2022-10-27,29927.59164685593
2022-10-28,29516.623685879757
2022-10-29,28960.294725629203
2022-10-30,28105.79341657431
2022-10-31,29949.628907289978
2022-11-01,32625.251587756393
2022-11-02,32570.137874606287
2022-11-03,33184.41638659606
2022-11-04,33675.987957497884
2022-11-05,34704.67954024272
2022-11-06,36132.99489468421
2022-11-07,37018.569966277355
2022-11-08,36909.80859596203
2022-11-09,36313.80986200457
2022-11-10,35145.9969206072
2022-11-11,32165.119329791483
2022-11-12,32033.856369798454
2022-11-13,31204.36348262007
2022-11-14,31239.118548833856
2022-11-15,31138.1256195713
2022-11-16,30146.77992078864
2022-11-17,29642.5750518673
2022-11-18,30042.126684367126
2022-11-19,30206.60556328971
2022-11-20,29377.47454710564
2022-11-21,28652.17283597674
2022-11-22,29197.224661621887
2022-11-23,29424.73503236074
2022-11-24,29714.62656851732
2022-11-25,29561.8037639124
2022-11-26,30261.399269507798
2022-11-27,30357.004829526944
2022-11-28,32876.01138673802
2022-11-29,32203.91529430081
2022-11-30,31478.454532367763
2022-12-01,33223.490308819906
2022-12-02,33136.42587431738
2022-12-03,32332.70100895408
2022-12-04,32796.177087982825
2022-12-05,30453.246723215758
2022-12-06,31041.125798511788
2022-12-07,31059.230996560673
2022-12-08,31319.97463565397
2022-12-09,30530.83054815242
2022-12-10,31879.17540625667
2022-12-11,32238.77653143721
2022-12-12,32215.946262220925
2022-12-13,32581.56916897623
2022-12-14,31724.402826158977
2022-12-15,31586.591221203016
2022-12-16,30123.95386790725
2022-12-17,28937.108738804905
2022-12-18,29231.716886415437
2022-12-19,29334.79419124322
2022-12-20,30020.74325866572
2022-12-21,29368.963825231564
2022-12-22,29254.900149491757
2022-12-23,28620.911444966405
2022-12-24,28850.31289443155
2022-12-25,29561.20004421433
2022-12-26,30606.013138257535
2022-12-27,31197.66898293465
2022-12-28,30394.59061161797
2022-12-29,30590.693104723032
2022-12-30,29591.397854417628
2022-12-31,27713.66862563848
2023-01-01,27891.180352774038
2023-01-02,27947.173864594264
2023-01-03,28588.239232988784
2023-01-04,29347.89104814063
2023-01-05,28154.6081583481
2023-01-06,27248.157212296675
2023-01-07,27220.407508414035
2023-01-08,27259.033754773187
2023-01-09,27586.618845207126
2023-01-10,26441.231822670423
2023-01-11,26181.321433522666
2023-01-12,26690.934335715596
2023-01-13,28347.917338412404
2023-01-14,26955.99836051587
2023-01-15,28580.569996389488
2023-01-16,28231.09039466979
2023-01-17,26938.628998300177
2023-01-18,28231.42984443567
2023-01-19,27122.77745966068
2023-01-20,26006.968460183292
2023-01-21,26639.353138934915
2023-01-22,27524.689318512344
2023-01-23,27551.17273760583
2023-01-24,26899.953601859685
2023-01-25,25587.25638852089
2023-01-26,25650.267879683284
2023-01-27,23802.252071586874
2023-01-28,22334.758352985973
2023-01-29,23255.57351362614
2023-01-30,23729.018841909015
2023-01-31,24646.468091627834
2023-02-01,24956.61480365368
2023-02-02,24027.876203966727
2023-02-03,24379.14599038091
2023-02-04,22971.8303436683
2023-02-05,23552.097808536266
2023-02-06,24587.8249377315
2023-02-07,23679.300487207038
2023-02-08,24484.58746948462
2023-02-09,24467.998218970715
2023-02-10,24297.945621888364
2023-02-11,22790.46039005452
2023-02-12,22596.06890831251
2023-02-13,23176.50015587252
2023-02-14,21858.58047406025
2023-02-15,21405.19302432487
2023-02-16,20879.593043173365
2023-02-17,19754.004712392623
2023-02-18,20502.739019761437
2023-02-19,20471.51418967032
2023-02-20,20456.460688702384
2023-02-21,21054.066223060483
2023-02-22,20488.788272352525
2023-02-23,22765.5278476826
2023-02-24,22166.182311685967
2023-02-25,21288.847714723302
2023-02-26,21720.858156111262
2023-02-27,21948.54873890522
2023-02-28,21254.858831207683
2023-03-01,20583.195499654008
2023-03-02,21134.56864715764
2023-03-03,21309.55638049774
2023-03-04,21561.454736833282
2023-03-05,22137.729888752772
2023-03-06,21674.787982790313
2023-03-07,22554.18993901437
2023-03-08,22554.64885870511
2023-03-09,23049.890738379985
2023-03-10,22353.992885762018
2023-03-11,22906.37898751875
2023-03-12,23102.32911586943
2023-03-13,24965.99966783722
2023-03-14,24788.92455311912
2023-03-15,25998.417577651282
2023-03-16,26600.561959288
2023-03-17,27990.103858635728
2023-03-18,28233.684392638657
2023-03-19,28661.483200754687
2023-03-20,26699.281081463112
2023-03-21,25321.385720360133
2023-03-22,26329.01248499935
2023-03-23,26720.884460478526
2023-03-24,27386.597323386548
2023-03-25,27152.21420468751
2023-03-26,27831.10497218397
2023-03-27,27507.50717590016
2023-03-28,27457.70097996237
2023-03-29,28523.61954923595
2023-03-30,29613.095230561466
2023-03-31,29170.981683706825
2023-04-01,29218.40616784423
2023-04-02,29435.642947029068
2023-04-03,29304.880766566974
2023-04-04,29212.502408690987
2023-04-05,28361.926864811547
2023-04-06,28902.655532451776
2023-04-07,27945.548649868702
2023-04-08,27049.521783544995
2023-04-09,28231.873573769008
2023-04-10,30125.75270693345
2023-04-11,32455.193690814704
2023-04-12,32953.32986308265
2023-04-13,32393.575154709448
2023-04-14,33169.768971161546
2023-04-15,34892.89950047795
2023-04-16,35046.234225633234
2023-04-17,34603.87345077404
2023-04-18,32823.78568875706
2023-04-19,30825.48821885167
2023-04-20,32989.93744253197
2023-04-21,31065.292843574465
2023-04-22,30268.470977413555
2023-04-23,29968.51259692855
2023-04-24,30194.768843433678
2023-04-25,28982.677167103397
2023-04-26,29558.86040376229
2023-04-27,30105.939402495653
2023-04-28,30165.59827714117
2023-04-29,29573.837324270604
2023-04-30,29212.31273078327
2023-05-01,27472.99283325079
2023-05-02,28142.27331174906
2023-05-03,27650.348356017672
2023-05-04,26451.332337311396
2023-05-05,26399.84572052418
2023-05-06,26795.036861992994
2023-05-07,27082.457739065496
2023-05-08,27600.41101012493
2023-05-09,28634.466670865946
2023-05-10,28096.37248049722
2023-05-11,28241.593166969917
2023-05-12,28441.507459547345
2023-05-13,27142.30577103179
2023-05-14,28196.11010156664
2023-05-15,27844.2808885857
2023-05-16,28029.223503254536
2023-05-17,28258.80512019834
2023-05-18,27507.996410165804
2023-05-19,28222.21690217778
2023-05-20,29100.289394470936
2023-05-21,29226.22598730433
2023-05-22,26655.495162991458
2023-05-23,28374.637661314562
2023-05-24,28163.726249979372
2023-05-25,27559.20861675502
2023-05-26,27004.5760943741
2023-05-27,26041.5467539398
2023-05-28,25676.81861580115
2023-05-29,26146.67596107261
2023-05-30,25197.49533760015
2023-05-31,25341.22683200772
2023-06-01,24836.263911632774
2023-06-02,24594.221404211654
2023-06-03,24274.137007068763
2023-06-04,24475.018499952643
2023-06-05,25229.93454777171
2023-06-06,25182.135875424116
2023-06-07,25862.038371956034
2023-06-08,27122.304944775788
2023-06-09,25688.902785957136
2023-06-10,26414.574727254952
2023-06-11,26115.71562645122
2023-06-12,25927.517577639395
2023-06-13,26696.343348314756
2023-06-14,26452.987399992988
2023-06-15,25901.165813261992
2023-06-16,26946.13179942048
2023-06-17,27918.65462650182
2023-06-18,28287.486969373324
2023-06-19,30910.696598210034
2023-06-20,29494.38983828533
2023-06-21,27792.396300106622
2023-06-22,27540.77967173771
2023-06-23,26554.270728498355
2023-06-24,26874.335984381243
2023-06-25,26359.575689504283
2023-06-26,25840.32877714688
2023-06-27,25830.98402609232
2023-06-28,25143.996302180964
2023-06-29,23589.254698107718
2023-06-30,22903.459991957257
2023-07-01,23430.22294615887
2023-07-02,23596.24534591785
2023-07-03,24283.375000471664
2023-07-04,25666.393949073983
2023-07-05,26521.98928074737
2023-07-06,26453.822554232782
2023-07-07,25823.987575734696
2023-07-08,26200.915734867478
2023-07-09,27558.487733186354
2023-07-10,29030.72427706391
2023-07-11,30044.256652135773
2023-07-12,29216.90926078307
2023-07-13,29767.14786926469
2023-07-14,30435.09911020803
2023-07-15,31654.31436779639
2023-07-16,30269.1985471501
2023-07-17,29510.818167256504
2023-07-18,29627.640781310824
2023-07-19,29726.860859439224
2023-07-20,29148.775184740327
2023-07-21,29604.81996719138
2023-07-22,29311.964398650853
2023-07-23,30335.306186285452
2023-07-24,29819.50069131982
2023-07-25,29992.201999486133
2023-07-26,28066.527514776077
2023-07-27,28281.52227047365
2023-07-28,27681.167955662393
2023-07-29,28306.985416481377
2023-07-30,28133.3805515878
2023-07-31,29222.735294732312
2023-08-01,28673.495691801083
2023-08-02,27367.199140643683
2023-08-03,27588.683240231458
2023-08-04,28081.400735362273
2023-08-05,27403.2624591375
2023-08-06,26254.148266494823
2023-08-07,26949.489774647045
2023-08-08,27884.931541182563
2023-08-09,28572.24014852577
2023-08-10,28641.014276076825
2023-08-11,28625.566663259626
2023-08-12,30109.58055021686
2023-08-13,31000.32882562734
2023-08-14,30061.977773957646
2023-08-15,28986.84068222762
2023-08-16,29598.899900356988
2023-08-17,30293.362266434247
2023-08-18,29680.30152666957
2023-08-19,28950.809760096054
2023-08-20,29864.260245957656
2023-08-21,29536.73464407883
2023-08-22,30311.66556825977
2023-08-23,29216.77837551787
2023-08-24,28232.789840801717
2023-08-25,26633.02028637947
2023-08-26,26589.942529090124
2023-08-27,26245.901896402742
2023-08-28,24877.49089031401
2023-08-29,25011.49951864201
2023-08-30,24589.07548050782
2023-08-31,24404.268462781285
2023-09-01,25486.908487282024
2023-09-02,26368.910471314077
2023-09-03,26802.14023331039
2023-09-04,26507.53873571597
2023-09-05,25519.305118067212
2023-09-06,24936.556887491723
2023-09-07,24622.275975834724
2023-09-08,25607.22520941286
2023-09-09,24782.276237573817
2023-09-10,24319.79953071633
2023-09-11,24299.122414701505
2023-09-12,24584.29730401908
2023-09-13,25426.316341107075
2023-09-14,26584.23262502762
2023-09-15,26428.18848184347
2023-09-16,28057.60979893399
2023-09-17,28787.305299175023
2023-09-18,28037.56089788666
2023-09-19,27137.126781045063
2023-09-20,26742.366472226106
2023-09-21,26513.657744591044
2023-09-22,27163.18933722197
2023-09-23,26430.925519629836
2023-09-24,25923.05791787239
2023-09-25,25209.407769507423
2023-09-26,25416.47487510275
2023-09-27,24264.953779819953
2023-09-28,24733.628387858742
2023-09-29,24095.9951518854
2023-09-30,23909.379835506974
2023-10-01,24220.18349643942
2023-10-02,24433.961608052865
2023-10-03,26654.263485495012
2023-10-04,25542.596497651382
2023-10-05,23716.586669090368
2023-10-06,22422.216168684263
2023-10-07,23121.692373124348
2023-10-08,22291.51470679823
2023-10-09,23072.797816990933
2023-10-10,22886.355607398844
2023-10-11,23410.848632074387
2023-10-12,22258.333176702385
2023-10-13,23109.6171919881
2023-10-14,24035.96202900663
2023-10-15,23251.17975859194
2023-10-16,24292.959949613687
2023-10-17,26668.431356514182
2023-10-18,26647.708242338605
2023-10-19,25860.746970197524
2023-10-20,25334.438922010926
2023-10-21,25083.84799032071
2023-10-22,25878.036955449752
2023-10-23,27501.78962455599
2023-10-24,27038.124999626936
2023-10-25,26827.013271632222
2023-10-26,25666.395849286466
2023-10-27,25177.63532299737
2023-10-28,25545.765719971085
2023-10-29,23948.590871237095
2023-10-30,24600.52702405963
2023-10-31,25323.592550125035
2023-11-01,26346.522747654602
2023-11-02,25809.950067257294
2023-11-03,24522.19213772391
2023-11-04,24255.962999380357
2023-11-05,23461.699828909233
2023-11-06,22092.6685678043
2023-11-07,21435.72319146946
2023-11-08,20450.50126323509
2023-11-09,21909.077924847632
2023-11-10,22580.74560290073
2023-11-11,23241.78666521597
2023-11-12,22384.21457366233
2023-11-13,23452.451763617202
2023-11-14,23121.358224764772
2023-11-15,23740.365510580526
2023-11-16,22940.4679557227
2023-11-17,23416.97024529161
2023-11-18,22167.30528126835
2023-11-19,22009.152464347084
2023-11-20,21828.387864826313
2023-11-21,20896.859854711845
2023-11-22,20903.622042512703
2023-11-23,20521.728044365824
2023-11-24,20250.43769086873
2023-11-25,20716.41648757092
2023-11-26,21596.003826229513
2023-11-27,21431.840526225722
2023-11-28,22300.55084265363
2023-11-29,23081.439029043755
2023-11-30,23661.15272079921
2023-12-01,24911.571971214966
2023-12-02,23540.79600504372
2023-12-03,24749.25144219691
2023-12-04,25082.025629510437
2023-12-05,24758.542342469747
2023-12-06,24613.661820866782
2023-12-07,25398.412540740173
2023-12-08,26432.340151486384
2023-12-09,27091.016874625155
2023-12-10,26068.44692250245
2023-12-11,24773.12440600347
2023-12-12,24804.405208941324
2023-12-13,25293.66659508529
2023-12-14,24728.839523720904
2023-12-15,25438.276362353474
2023-12-16,25952.248515321433
2023-12-17,26354.39779181204
2023-12-18,25716.065044814393
2023-12-19,26776.431643781314
2023-12-20,27698.862754068028
2023-12-21,29002.68800881052
2023-12-22,29401.21770427782
2023-12-23,28241.312194986553
2023-12-24,28617.6514832341
2023-12-25,29414.002946934947
2023-12-26,29277.540502126158
2023-12-27,28245.71988280673
2023-12-28,28788.144669797923
2023-12-29,29387.171506046176
2023-12-30,28217.72682641512
2023-12-31,27509.455977457015
2024-01-01,26232.23655624279
2024-01-02,26538.728400209056
2024-01-03,26681.644518084388
2024-01-04,28167.210852565546
2024-01-05,27201.95088948869
2024-01-06,28448.791016023963
2024-01-07,28215.124375422634
2024-01-08,28442.522098860973
2024-01-09,27346.04529332025
2024-01-10,27356.326397822675
2024-01-11,26893.38565141174
2024-01-12,26784.48826251847
2024-01-13,26925.152403025266
2024-01-14,27323.90314277071
2024-01-15,28044.186118173213
2024-01-16,28010.3696089711
2024-01-17,27225.474741993912
2024-01-18,28150.912118163713
2024-01-19,28215.573677155804
2024-01-20,27673.267495449876
2024-01-21,28905.621559739233
2024-01-22,29192.525843250678
2024-01-23,29854.141148149334
2024-01-24,28243.304513928433
2024-01-25,27576.29003076197
2024-01-26,29433.601632557707
2024-01-27,30024.697467627255
2024-01-28,30484.425860977088
2024-01-29,29792.457558491515
2024-01-30,29647.804106651984
2024-01-31,29980.36036802771
2024-02-01,29896.0872534642
2024-02-02,29776.435444315874
2024-02-03,28170.28485031582
2024-02-04,27319.938473301874
2024-02-05,26896.349893180322
2024-02-06,27366.424048937446
2024-02-07,27805.189345855535
2024-02-08,27774.082004208398
2024-02-09,27132.289447723782
2024-02-10,26481.061212803095
2024-02-11,26673.402410438117
2024-02-12,25542.359509011047
2024-02-13,25320.217789132006
2024-02-14,25049.00291614533
2024-02-15,24824.856552392033
2024-02-16,26126.269854624545
2024-02-17,25957.690246790782
2024-02-18,26639.74210419695
2024-02-19,28043.418199167983
2024-02-20,28551.040027297688
2024-02-21,28521.711365948606
2024-02-22,27396.37036989969
2024-02-23,28951.70748413682
2024-02-24,27724.021521117407
2024-02-25,25762.299537781113
2024-02-26,26902.587200838912
2024-02-27,25502.271572984286
2024-02-28,24350.30399789698
2024-02-29,23697.03438538433
2024-03-01,22752.806130788664
2024-03-02,21050.132891501522
2024-03-03,21177.180543757917
2024-03-04,21460.44919525171
2024-03-05,21938.301050987844
2024-03-06,21871.73452826775
2024-03-07,21555.189950405747
2024-03-08,21149.917208282463
2024-03-09,21942.25260065878
2024-03-10,22533.874898318463
