,price
2022-06-28,11315.728366323763
2022-06-29,11313.731592918813
2022-06-30,11157.21695301335
2022-07-01,10975.34600834778
2022-07-02,11227.073334912744
2022-07-03,11120.526447158829
2022-07-04,11074.137729679867
2022-07-05,11093.252202232912
2022-07-06,11554.25393204034
2022-07-07,11861.384557148089
2022-07-08,12033.761895421367
2022-07-09,11815.663666807104
2022-07-10,11275.031512453459
2022-07-11,11706.461785099404
2022-07-12,12140.110788159516
2022-07-13,12089.74731095347
2022-07-14,12325.458185383568
2022-07-15,12674.774729852963
2022-07-16,13065.51061416056
2022-07-17,13514.896055342999
2022-07-18,13307.386061044157
2022-07-19,14032.408951433883
2022-07-20,13373.79062347461
2022-07-21,13841.414232157016
2022-07-22,14104.64333377378
2022-07-23,14550.136781876974
2022-07-24,15575.905234035485
2022-07-25,16609.636349244967
2022-07-26,15849.86748650294
2022-07-27,14866.155018641924
2022-07-28,15401.78204998175
2022-07-29,14858.836937204407
2022-07-30,14866.530758911926
2022-07-31,15309.162485679717
2022-08-01,14454.901422711573
2022-08-02,13279.653728285612
2022-08-03,13456.882306299589
2022-08-04,13490.388024541928
2022-08-05,13391.839518491382
2022-08-06,13422.410410233108
2022-08-07,13050.503981854621
2022-08-08,12377.844331602419
2022-08-09,12308.168865426458
2022-08-10,11921.184294389253
2022-08-11,11245.298031612634
2022-08-12,11491.218886621496
2022-08-13,11477.910064607975
2022-08-14,11647.989685041053
2022-08-15,11271.481651808508
2022-08-16,11016.624935386759
2022-08-17,10648.212746332067
2022-08-18,10320.106455609084
2022-08-19,10403.11107059816
2022-08-20,10140.553291088507
2022-08-21,10278.8402558277
2022-08-22,10408.842166268438
2022-08-23,11163.39744623558
2022-08-24,10523.574193779852
2022-08-25,10924.353621350707
2022-08-26,10899.223203872889
2022-08-27,10904.656106759765
2022-08-28,10393.547509712798
2022-08-29,10219.821686342406
2022-08-30,10495.285467352965
2022-08-31,10475.035721130158
2022-09-01,10513.99283990264
2022-09-02,10421.326582217798
2022-09-03,10849.023970061682
2022-09-04,10850.946605875786
2022-09-05,10083.410488623242
2022-09-06,9787.904654511342
2022-09-07,9130.40493696146
2022-09-08,7935.507083528715
2022-09-09,7677.0757571995755
2022-09-10,8065.341626967351
2022-09-11,8087.89683541407
2022-09-12,7781.304380184338
2022-09-13,7521.722360808753
2022-09-14,7845.218572980579
2022-09-15,7899.219870750103
2022-09-16,7919.766442947643
2022-09-17,7913.166834474318
2022-09-18,7931.150491037659
2022-09-19,8157.848016747338
2022-09-20,8327.023088235654
2022-09-21,8397.60046659639
2022-09-22,8113.761121280324
2022-09-23,8274.381082034593
2022-09-24,8088.9698694940635
2022-09-25,8412.821203038717
2022-09-26,8035.260092409648
2022-09-27,8000.738833138176
2022-09-28,8006.530137189175
2022-09-29,7663.610540717503
2022-09-30,8189.334810459358
2022-10-01,8718.596244538367
2022-10-02,8561.313345085138
2022-10-03,8801.461019151884
2022-10-04,8928.671672910588
2022-10-05,8173.698782927243
2022-10-06,8281.308646490428
2022-10-07,8272.043113064794
2022-10-08,8303.407995510997
2022-10-09,8014.422903108436
2022-10-10,7943.519340657022
2022-10-11,7903.210535002664
2022-10-12,8235.650759707383
2022-10-13,8346.863328625532
2022-10-14,8353.4019322581
2022-10-15,8804.741416204788
2022-10-16,8623.273107629166
2022-10-17,8515.41209528472
2022-10-18,8010.417781542188
2022-10-19,8557.303217008353
2022-10-20,8920.923857649872
2022-10-21,9239.988698388801
2022-10-22,9476.174727998188
2022-10-23,9522.100799180515
2022-10-24,9601.06925194876
2022-10-25,9528.664878377838
2022-10-26,9472.251791241946
2022-10-27,9498.93221632686
2022-10-28,10006.48246838127
2022-10-29,10236.4947468736
2022-10-30,10225.622391210292
2022-10-31,10037.137024501168
2022-11-01,9828.442599111911
2022-11-02,10402.913659766864
2022-11-03,10626.820025474592
2022-11-04,10662.112689991369
2022-11-05,10548.365413458781
2022-11-06,10166.968612933613
2022-11-07,10151.841565874696
2022-11-08,10466.207598355144
2022-11-09,10330.754391784169
2022-11-10,10260.723835790212
2022-11-11,10194.005185282473
2022-11-12,10241.910568545198
2022-11-13,9714.308375640952
2022-11-14,9633.308385305756
2022-11-15,9366.80943244273
2022-11-16,9675.895943881605
2022-11-17,9420.937764356406
2022-11-18,9624.940818487406
2022-11-19,10157.60399372743
2022-11-20,10042.300429416926
2022-11-21,9847.853619345333
2022-11-22,9923.13972640443
2022-11-23,9932.112944230968
2022-11-24,9613.624982485917
2022-11-25,9784.866602189659
2022-11-26,10497.406357945376
2022-11-27,10391.243487234104
2022-11-28,10329.741466738651
2022-11-29,9980.082668046318
2022-11-30,10106.686054777174
2022-12-01,9695.61549111575
2022-12-02,9309.65411545227
2022-12-03,9775.856702914678
2022-12-04,9449.809123835397
2022-12-05,9838.569496704471
2022-12-06,10420.471074690082
2022-12-07,10540.044208137706
2022-12-08,10750.8124020215
2022-12-09,11512.346453340184
2022-12-10,11427.138301308869
2022-12-11,11210.369064479393
2022-12-12,10707.007492571243
2022-12-13,10734.585036893419
2022-12-14,11295.647080050294
2022-12-15,11737.033326642311
2022-12-16,11348.678077810013
2022-12-17,11012.00630883501
2022-12-18,10825.216967985396
2022-12-19,10945.557493431501
2022-12-20,10879.98255202137
2022-12-21,10970.00456075338
2022-12-22,11091.687107219563
2022-12-23,10990.255570976686
2022-12-24,10985.930077203422
2022-12-25,11073.640367520717
2022-12-26,11052.919175462062
2022-12-27,11253.567788079163
2022-12-28,12013.703640779391
2022-12-29,12328.04103323966
2022-12-30,12364.25163727259
2022-12-31,11690.894845766901
2023-01-01,11886.891247198802
2023-01-02,11129.499280589805
2023-01-03,10492.023978238605
2023-01-04,10876.679343912661
2023-01-05,11170.795254675317
2023-01-06,11122.777134958562
2023-01-07,10507.586018274373
2023-01-08,10360.659059431358
2023-01-09,10132.231512026017
2023-01-10,10370.435469904702
2023-01-11,11230.616931940307
2023-01-12,11353.057417879752
2023-01-13,11066.985791938076
2023-01-14,10629.29376180792
2023-01-15,10617.351022432715
2023-01-16,10564.383912224614
2023-01-17,10170.296479524317
2023-01-18,10224.116612629083
2023-01-19,9843.354757018942
2023-01-20,10266.72138925733
2023-01-21,10692.786377792978
2023-01-22,11142.876056205543
2023-01-23,10958.72520852301
2023-01-24,11165.636736413922
2023-01-25,11125.735366020603
2023-01-26,10991.052521101132
2023-01-27,10875.018128692811
2023-01-28,10413.99589995675
2023-01-29,9869.224064400767
2023-01-30,10196.723195564438
2023-01-31,10136.738721795084
2023-02-01,10221.28633235085
2023-02-02,10584.623460312278
2023-02-03,9949.764959867127
2023-02-04,9639.576801835958
2023-02-05,9710.170991142322
2023-02-06,9849.554945837104
2023-02-07,9732.92493752578
2023-02-08,10090.860752709606
2023-02-09,10178.372605721976
2023-02-10,9777.57686454056
2023-02-11,9452.695869548625
2023-02-12,9743.137222513187
2023-02-13,9915.150746690828
2023-02-14,9297.489275317079
2023-02-15,9851.12756188333
2023-02-16,10101.406960058814
2023-02-17,10598.66735586602
2023-02-18,10453.86343196084
2023-02-19,10358.565839093448
2023-02-20,9978.958688415063
2023-02-21,10968.752509716542
2023-02-22,10884.38691033937
2023-02-23,11498.249016061332
2023-02-24,11217.380303336146
2023-02-25,11293.268974202838
2023-02-26,10682.400868727374
2023-02-27,10529.215464839397
2023-02-28,10901.200064835208
2023-03-01,10428.12816634654
2023-03-02,10873.195688923786
2023-03-03,11021.535677537544
2023-03-04,10646.105789280082
2023-03-05,10463.191415196818
2023-03-06,10308.729463734275
2023-03-07,10301.232123236898
2023-03-08,10126.154907086695
2023-03-09,9850.793911300178
2023-03-10,9754.207572034531
2023-03-11,9428.308462047036
2023-03-12,9004.82902193301
2023-03-13,8996.94952338768
2023-03-14,9278.393927213452
2023-03-15,8793.921321660786
2023-03-16,8803.709243415964
2023-03-17,8620.905450499455
2023-03-18,8340.51444364382
2023-03-19,8611.032760979684
2023-03-20,8460.801306171226
2023-03-21,8918.82391580115
2023-03-22,8658.193475436114
2023-03-23,8787.37910869863
2023-03-24,8727.818300497762
2023-03-25,8515.739238670785
2023-03-26,8702.201979831556
2023-03-27,8663.927320116181
2023-03-28,8851.22599490198
2023-03-29,8845.314574714328
2023-03-30,8534.997066843312
2023-03-31,8511.405858975371
2023-04-01,8534.667489962269
2023-04-02,8824.152381539523
2023-04-03,8548.956884442097
2023-04-04,8545.144629865852
2023-04-05,8070.0759778012225
2023-04-06,8294.469135137417
2023-04-07,7991.5567981016275
2023-04-08,7483.870713724417
2023-04-09,7472.321916940517
2023-04-10,7764.360488001217
2023-04-11,7348.4840732593
2023-04-12,7041.2379148935115
2023-04-13,6852.92614333427
2023-04-14,6590.077519123105
2023-04-15,6690.198421058613
2023-04-16,6514.228633546675
2023-04-17,6355.973452475353
2023-04-18,6494.144117273849
2023-04-19,6332.242346868786
2023-04-20,6435.906082556625
2023-04-21,6231.100322462535
2023-04-22,5969.686986890556
2023-04-23,5574.912808917137
2023-04-24,6047.173488130792
2023-04-25,5964.677275493259
2023-04-26,6020.582397064891
2023-04-27,6020.094412336386
2023-04-28,6058.604331438371
2023-04-29,6074.706656925281
2023-04-30,6485.559349346775
2023-05-01,6214.6443055702275
2023-05-02,5865.285953059958
2023-05-03,5633.8356817609465
2023-05-04,5364.9767687475905
2023-05-05,5528.577964839396
2023-05-06,5697.992996648866
2023-05-07,5511.520163822236
2023-05-08,5245.408801709207
2023-05-09,5178.313894271266
2023-05-10,5435.942334329624
2023-05-11,4881.77737537481
2023-05-12,5027.259258990123
2023-05-13,4843.470156358899
2023-05-14,5037.818931083579
2023-05-15,4846.059220991751
2023-05-16,4799.643402320186
2023-05-17,4564.266339114449
2023-05-18,4397.077404518009
2023-05-19,4632.233003488549
2023-05-20,4788.140391690615
2023-05-21,4723.995435154712
2023-05-22,4589.778668877821
2023-05-23,4293.926112649418
2023-05-24,4226.395978006695
2023-05-25,4226.013266036279
2023-05-26,4218.130770829989
2023-05-27,4208.872120748049
2023-05-28,4056.203493619778
2023-05-29,4050.251065305876
2023-05-30,4048.8972930775803
2023-05-31,4233.450560780896
2023-06-01,4547.094071834307
2023-06-02,4524.517078244017
2023-06-03,4412.923457889961
2023-06-04,4407.112957500704
2023-06-05,4321.74748608855
2023-06-06,4215.918039240147
2023-06-07,4211.3115411578165
2023-06-08,4069.3932439838477
2023-06-09,4164.30759439695
2023-06-10,4153.293246664242
2023-06-11,4192.623866557367
2023-06-12,4170.728311396009
2023-06-13,4073.222188543489
2023-06-14,3943.7522238881083
2023-06-15,3913.8695319030635
2023-06-16,3845.3802897234937
2023-06-17,3880.3466324920696
2023-06-18,3883.5385922422106
2023-06-19,3712.4810795795092
2023-06-20,3725.632440121879
2023-06-21,3563.8009528123043
2023-06-22,3484.5027122364368
2023-06-23,3452.1623272845136
2023-06-24,3220.0071429471823
2023-06-25,3235.9833193499912
2023-06-26,3255.7119600316546
2023-06-27,3241.5005982183725
2023-06-28,3198.393258188302
2023-06-29,3160.818117693384
2023-06-30,3060.1473811863943
2023-07-01,3033.3943582646157
2023-07-02,2979.844752452498
2023-07-03,2992.2091374277325
2023-07-04,2875.659051801177
2023-07-05,2903.847719922227
2023-07-06,2920.8412475734012
2023-07-07,2909.71413950215
2023-07-08,2869.5886903478468
2023-07-09,2927.2640820220367
2023-07-10,2766.275090187207
2023-07-11,2821.0472877185603
2023-07-12,2847.5981977744445
2023-07-13,2877.9125620488453
2023-07-14,2918.4849803260704
2023-07-15,2856.8286506614427
2023-07-16,2833.8539305515587
2023-07-17,2898.651312223286
2023-07-18,2945.286447961036
2023-07-19,2969.1146446283365
2023-07-20,2823.321436928907
2023-07-21,2886.2807218165276
2023-07-22,3008.9279123375195
2023-07-23,3127.3449757065855
2023-07-24,3157.4390714868027
2023-07-25,2997.743699864876
2023-07-26,3114.48979435436
2023-07-27,3100.7046675341758
2023-07-28,2848.774446384952
2023-07-29,2902.9474246330315
2023-07-30,2760.0448692975915
2023-07-31,2625.767796735216
2023-08-01,2563.871337954885
2023-08-02,2683.674536966716
2023-08-03,2648.737921549248
2023-08-04,2676.0141985201994
2023-08-05,2842.4897712433562
2023-08-06,3036.76746856442
2023-08-07,3026.5055948121017
2023-08-08,3004.804492235882
2023-08-09,2881.774822546072
2023-08-10,2810.1851294247303
2023-08-11,2855.430192486719
2023-08-12,2897.24179887157
2023-08-13,2911.0108878933625
2023-08-14,3013.5201258870898
2023-08-15,2933.2701589310627
2023-08-16,2930.2895820082404
2023-08-17,3006.515440601816
2023-08-18,3071.7988816256907
2023-08-19,3191.2072372023167
2023-08-20,3241.2205302194648
2023-08-21,3210.1765352153157
2023-08-22,3253.1488205417877
2023-08-23,3146.8179179971244
2023-08-24,2967.966196463974
2023-08-25,3042.235531230537
2023-08-26,3039.3229953818673
2023-08-27,3074.14882254725
2023-08-28,2904.452308823197
2023-08-29,2864.5890091821393
2023-08-30,2809.045895071326
2023-08-31,2728.698498914302
2023-09-01,2519.964170480957
2023-09-02,2483.8726867426753
2023-09-03,2564.007089550696
2023-09-04,2601.7699193013373
2023-09-05,2551.3368720018393
2023-09-06,2552.5014022745413
2023-09-07,2621.1460915076136
2023-09-08,2380.746050258981
2023-09-09,2368.1015317193755
2023-09-10,2414.4181593922845
2023-09-11,2474.3564000597903
2023-09-12,2628.625361574173
2023-09-13,2756.190916456067
2023-09-14,2792.0683263671867
2023-09-15,2823.7096701398154
2023-09-16,2903.136765203577
2023-09-17,2851.106608233986
2023-09-18,2849.9179969231623
2023-09-19,2941.3820694570622
2023-09-20,3157.9732415847334
2023-09-21,3139.305290364127
2023-09-22,3137.2105396863217
2023-09-23,3161.392240126919
2023-09-24,3311.802472947374
2023-09-25,3311.1985080848362
2023-09-26,3483.098518549478
2023-09-27,3357.9243220146695
2023-09-28,3338.2710458028714
2023-09-29,3319.1575981762794
2023-09-30,3412.108684892458
2023-10-01,3543.883601639185
2023-10-02,3356.2575914538174
2023-10-03,3238.7371033745358
2023-10-04,3282.1445220294077
2023-10-05,3212.3323347864393
2023-10-06,3049.148901485701
2023-10-07,3180.0800190941777
2023-10-08,3242.4291822726286
2023-10-09,3301.3233352189127
2023-10-10,3250.9009696013372
2023-10-11,3371.20037615506
2023-10-12,3345.093524206466
2023-10-13,3475.33452110085
2023-10-14,3364.165211626117
2023-10-15,3264.9569837565205
2023-10-16,3292.193097927236
2023-10-17,3217.8644976170085
2023-10-18,3298.0855598015064
2023-10-19,3331.484038837834
2023-10-20,3231.8122352967043
2023-10-21,3243.429318154727
2023-10-22,3208.2713464513754
2023-10-23,3313.2416561274576
2023-10-24,3242.0444916384604
2023-10-25,3195.8318488751092
2023-10-26,3334.633796589807
2023-10-27,3629.5003075376667
2023-10-28,3989.5945104960497
2023-10-29,4006.0083455380973
2023-10-30,4039.6805936795295
2023-10-31,4259.384316743122
2023-11-01,4242.716647859195
2023-11-02,4108.850625824654
2023-11-03,4130.248926437132
2023-11-04,4197.883309435037
2023-11-05,4084.168843033397
2023-11-06,3855.884240224533
2023-11-07,3640.559307666675
2023-11-08,3744.046003891719
2023-11-09,3648.5034125129546
2023-11-10,3633.8557088522502
2023-11-11,3663.6462289586234
2023-11-12,3744.9831677821976
2023-11-13,3705.261419248337
2023-11-14,3772.441279127274
2023-11-15,3662.1964792097397
2023-11-16,3618.5931451047654
2023-11-17,3497.5882967230827
2023-11-18,3648.2159128987155
2023-11-19,3648.0730157301746
2023-11-20,3561.550988340272
2023-11-21,3521.148324905752
2023-11-22,3498.011492160087
2023-11-23,3585.578208482586
2023-11-24,3394.0659771721967
2023-11-25,3258.9131288362573
2023-11-26,3216.2463928408424
2023-11-27,3510.813442553613
2023-11-28,3677.8527453935926
2023-11-29,3665.8314584494174
2023-11-30,3758.829822131173
2023-12-01,4043.783657177567
2023-12-02,4006.4635464963712
2023-12-03,3960.692868152126
2023-12-04,4131.93978979091
2023-12-05,4213.081468417425
2023-12-06,4316.080886564352
2023-12-07,4244.213777767765
2023-12-08,4539.711184075278
2023-12-09,4886.081003247697
2023-12-10,5013.984354084867
2023-12-11,5140.961104601951
2023-12-12,4793.106074133966
2023-12-13,4932.931950846599
2023-12-14,4903.869125643294
2023-12-15,4981.345563839748
2023-12-16,5104.137403844142
2023-12-17,5048.485089971163
2023-12-18,4770.37027318369
2023-12-19,4846.668579050542
2023-12-20,4729.68018706013
2023-12-21,4679.599880984024
2023-12-22,4588.643523973195
2023-12-23,4538.974735450343
2023-12-24,4199.394820943228
2023-12-25,4442.837740130077
2023-12-26,4492.473163598429
2023-12-27,4670.0598917337165
2023-12-28,5028.054966397657
2023-12-29,5037.955973351402
2023-12-30,4744.958027708869
2023-12-31,4577.848774313592
2024-01-01,4383.937961919416
2024-01-02,4305.568539121819
2024-01-03,4321.642264208545
2024-01-04,4042.811149004038
2024-01-05,4106.434788097742
2024-01-06,3903.188703372266
2024-01-07,3952.884539168631
2024-01-08,3941.993435948871
2024-01-09,3904.2080403344685
2024-01-10,3898.3055605374443
2024-01-11,3831.56534540352
2024-01-12,3755.0779595936374
2024-01-13,3545.1928850926
2024-01-14,3544.3690411226726
2024-01-15,3776.0596459496883
2024-01-16,4103.706219481469
2024-01-17,4367.680439022845
2024-01-18,4501.258789933382
2024-01-19,4398.376320472869
2024-01-20,4630.985733057984
2024-01-21,4625.3442863840155
2024-01-22,4619.082325590246
2024-01-23,4578.2987207340875
2024-01-24,4597.102751784012
2024-01-25,4534.3775663712695
2024-01-26,4525.781549544033
2024-01-27,4367.1262027647945
2024-01-28,4311.931072306155
2024-01-29,4666.173476556408
2024-01-30,4656.0081221206565
2024-01-31,4623.0922969054745
2024-02-01,4711.926443284479
2024-02-02,4833.144585657881
2024-02-03,4652.473146779301
2024-02-04,4621.427550566818
2024-02-05,4772.237902021882
2024-02-06,4823.339858131276
2024-02-07,4848.0866183553135
2024-02-08,5114.659615425164
2024-02-09,4984.6001459609815
2024-02-10,5004.058473062406
2024-02-11,4921.652634186628
2024-02-12,5186.047828477215
2024-02-13,4808.716504454342
2024-02-14,4670.607710613035
2024-02-15,4587.574297136297
2024-02-16,4698.5748090135685
2024-02-17,4803.804082728133
2024-02-18,5047.432786476268
2024-02-19,4754.131442728952
2024-02-20,4908.143321294911
2024-02-21,4861.551399460637
2024-02-22,4757.311206305826
2024-02-23,4852.462735349244
2024-02-24,4705.162674437603
2024-02-25,4370.8493133792435
2024-02-26,4303.662492788928
2024-02-27,4091.659697271723
2024-02-28,3992.7024239797956
2024-02-29,4049.1851720226364
2024-03-01,4096.551076504144
2024-03-02,4328.072688906179
2024-03-03,4298.054260249015
2024-03-04,4084.1970006513457
2024-03-05,3968.3898672617875
2024-03-06,3844.0275456779923
2024-03-07,3682.309611028121
2024-03-08,3747.0968863467106
2024-03-09,3668.4631973806245
2024-03-10,3427.473428584168
