,price
2022-09-29,50799.14482286377
2022-09-30,47057.13580426715
2022-10-01,45430.31799268496
2022-10-02,45829.6629770954
2022-10-03,46882.403770927405
2022-10-04,47099.13534275478
2022-10-05,47088.53126557328
2022-10-06,47856.359711181896
2022-10-07,47368.27162318584
2022-10-08,49480.25946869559
2022-10-09,49695.35283239321
2022-10-10,50164.55113055178
2022-10-11,51128.87460643131
2022-10-12,48943.51571114019
2022-10-13,47418.5548121641
2022-10-14,50330.6166284654
2022-10-15,51001.565659745036
2022-10-16,50342.35256641892
2022-10-17,50914.000513179424
2022-10-18,49869.421757090146
2022-10-19,50318.78447476259
2022-10-20,48937.5451964699
2022-10-21,49381.75454389654
2022-10-22,46355.01794834539
2022-10-23,49139.87894498468
2022-10-24,47920.91984482354
2022-10-25,44921.21849579114
2022-10-26,44377.38805240442
2022-10-27,43656.83852871078
2022-10-28,43830.58485540613
2022-10-29,41848.97650742527
2022-10-30,42473.73334690728
2022-10-31,48851.006236444075
2022-11-01,44743.21554938389
2022-11-02,45430.10727201723
2022-11-03,44791.99522695827
2022-11-04,45039.860642289896
2022-11-05,41906.10984163564
2022-11-06,39611.686480092656
2022-11-07,40340.754951863135
2022-11-08,40200.374244920364
2022-11-09,42735.96009746927
2022-11-10,41299.89394367834
2022-11-11,41511.35362502061
2022-11-12,46374.102586877714
2022-11-13,44262.92932709454
2022-11-14,42518.74950500306
2022-11-15,42373.36538547704
2022-11-16,42217.16217166145
2022-11-17,43529.93509217307
2022-11-18,43673.40326104942
2022-11-19,42330.65135786323
2022-11-20,42608.13586502956
2022-11-21,47101.653224489295
2022-11-22,50434.0295169268
2022-11-23,44134.49550722549
2022-11-24,43649.6455037316
2022-11-25,42110.590550960784
2022-11-26,43107.7454189022
2022-11-27,42726.85967592206
2022-11-28,45954.288007662064
2022-11-29,47972.14010555188
2022-11-30,49717.42233379899
2022-12-01,50003.03410925086
2022-12-02,49826.6869227149
2022-12-03,50385.96484130066
2022-12-04,52888.06333537764
2022-12-05,54018.486201549706
2022-12-06,53167.008329885
2022-12-07,55766.2329403011
2022-12-08,56119.50202845872
2022-12-09,55840.75873801714
2022-12-10,54053.039591721405
2022-12-11,52727.56477323203
2022-12-12,51314.50587807944
2022-12-13,45824.09502243633
2022-12-14,48504.03739425457
2022-12-15,49653.36988614567
2022-12-16,49134.30144779068
2022-12-17,51065.73242750888
2022-12-18,51903.912867046434
2022-12-19,52562.5963885741
2022-12-20,47630.57046604417
2022-12-21,46945.05681140332
2022-12-22,47832.841210661114
2022-12-23,50866.7713340221
2022-12-24,55227.62359950732
2022-12-25,59237.550625289194
2022-12-26,55938.106711763445
2022-12-27,50664.88796901655
2022-12-28,52143.35524818468
2022-12-29,52098.69080640024
2022-12-30,53964.678063302796
2022-12-31,53579.71191750215
2023-01-01,53930.33854141793
2023-01-02,50785.06524240446
2023-01-03,51709.97179701186
2023-01-04,50711.836110203236
2023-01-05,51311.00735634208
2023-01-06,52134.95410286568
2023-01-07,51793.52567536795
2023-01-08,52328.22652111403
2023-01-09,52197.47218869868
2023-01-10,53644.09586122772
2023-01-11,54630.31981639057
2023-01-12,53360.01490029776
2023-01-13,52032.475616445896
2023-01-14,55646.34848195521
2023-01-15,55272.24906365013
2023-01-16,57318.97929961149
2023-01-17,58144.452774688776
2023-01-18,56763.39139042937
2023-01-19,54998.40687344541
2023-01-20,55156.219584637474
2023-01-21,55596.31573338179
2023-01-22,56825.1791775038
2023-01-23,53931.624376917396
2023-01-24,52458.88972439924
2023-01-25,52157.86135619308
2023-01-26,55375.932250269434
2023-01-27,49647.3107529732
2023-01-28,50798.66359148389
2023-01-29,49620.6936242209
2023-01-30,50373.82274113848
2023-01-31,49315.10312098592
2023-02-01,49928.506864735224
2023-02-02,52965.72746422281
2023-02-03,53715.713647593526
2023-02-04,54526.117133693675
2023-02-05,55219.06307146477
2023-02-06,53520.24779762468
2023-02-07,54594.685386380545
2023-02-08,54040.27415529859
2023-02-09,52264.29044254566
2023-02-10,52079.96318908154
2023-02-11,51523.18757629332
2023-02-12,52945.36767612083
2023-02-13,52750.045268725844
2023-02-14,51580.795212018405
2023-02-15,54519.35041708246
2023-02-16,56861.06690232747
2023-02-17,59873.016663162016
2023-02-18,61367.96745415848
2023-02-19,60979.137290473795
2023-02-20,59881.28987737786
2023-02-21,59113.890784279996
2023-02-22,61209.28150222899
2023-02-23,61370.63366073509
2023-02-24,57838.3106600693
2023-02-25,57623.954699779475
2023-02-26,54450.25499480049
2023-02-27,54741.29872564765
2023-02-28,52145.96346749863
2023-03-01,49314.105188541966
2023-03-02,49473.69056845319
2023-03-03,49227.124407307354
2023-03-04,46075.85048654456
2023-03-05,47592.36004770372
2023-03-06,51884.94699844026
2023-03-07,47973.25235569622
2023-03-08,52310.43267407501
2023-03-09,50385.880598014315
2023-03-10,49278.56680203003
2023-03-11,48836.08501851353
2023-03-12,46088.40848884319
2023-03-13,48720.489602143396
2023-03-14,49704.06401019733
2023-03-15,48154.179490795745
2023-03-16,47525.84319365635
2023-03-17,44718.83757283347
2023-03-18,43940.115867902
2023-03-19,45487.52143433796
2023-03-20,42305.89306242182
2023-03-21,41360.32135555656
2023-03-22,41518.3929543032
2023-03-23,43150.768873611494
2023-03-24,45556.911488027916
2023-03-25,44554.881143917344
2023-03-26,43188.926051376795
2023-03-27,43891.84605317003
2023-03-28,43185.39919142297
2023-03-29,42582.33747195927
2023-03-30,44321.681308746076
2023-03-31,47479.1703964273
2023-04-01,47985.91399633473
2023-04-02,47534.48023073046
2023-04-03,48501.69725448382
2023-04-04,44924.57836958673
2023-04-05,44796.60240845023
2023-04-06,42914.66622591248
2023-04-07,47321.57466014294
2023-04-08,49122.80365402734
2023-04-09,49314.48835984332
2023-04-10,48848.74658839974
2023-04-11,44229.34441224275
2023-04-12,45873.33770754779
2023-04-13,48976.28836234701
2023-04-14,47247.26015804487
2023-04-15,48486.98326743116
2023-04-16,49813.55794239562
2023-04-17,46715.48924848834
2023-04-18,48651.94670457739
2023-04-19,51397.806737720435
2023-04-20,51820.11745154237
2023-04-21,51591.349769715154
2023-04-22,53080.55204221077
2023-04-23,49781.63202993637
2023-04-24,49894.86517757234
2023-04-25,51867.17569176978
2023-04-26,49150.9741992959
2023-04-27,51219.03718356486
2023-04-28,50226.47534774129
2023-04-29,46200.72704913485
2023-04-30,45867.07978024208
2023-05-01,44088.61773714461
2023-05-02,44585.15139272008
2023-05-03,42511.87342093633
2023-05-04,44363.03069553569
2023-05-05,42913.49185727454
2023-05-06,43450.88773309873
2023-05-07,42372.05061540974
2023-05-08,41750.77415726509
2023-05-09,43646.8874433
2023-05-10,43962.02568776041
2023-05-11,43208.56361877663
2023-05-12,41066.1283990766
2023-05-13,43081.20108464631
2023-05-14,44378.216749223895
2023-05-15,43708.8387115081
2023-05-16,44038.01711135366
2023-05-17,42230.968074360724
2023-05-18,40405.91373049546
2023-05-19,38953.42356936955
2023-05-20,39442.29354458944
2023-05-21,39821.4914615754
2023-05-22,38608.36268792295
2023-05-23,39692.28540885069
2023-05-24,40886.121367931286
2023-05-25,41092.3044854931
2023-05-26,42692.99822024666
2023-05-27,42102.23436818295
2023-05-28,41835.01341826888
2023-05-29,42522.5220771739
2023-05-30,42382.056027680126
2023-05-31,43615.141091756006
2023-06-01,41381.61308743578
2023-06-02,43929.736371408784
2023-06-03,42315.02889434245
2023-06-04,41947.57902683552
2023-06-05,39691.82178349288
2023-06-06,40668.329040985365
2023-06-07,42705.819353374856
2023-06-08,44646.78230907778
2023-06-09,46168.619778334585
2023-06-10,43229.20097337987
2023-06-11,41624.5422367793
2023-06-12,40761.56769832949
2023-06-13,39213.95499337914
2023-06-14,40986.88646399025
2023-06-15,41228.48091938547
2023-06-16,41108.248195844375
2023-06-17,41806.789837064294
2023-06-18,40193.2415617926
2023-06-19,38639.42351841403
2023-06-20,37186.58557687638
2023-06-21,37880.03654859585
2023-06-22,38317.77474052788
2023-06-23,39113.263922386825
2023-06-24,40738.36222240521
2023-06-25,38405.33609905546
2023-06-26,37386.039495624354
2023-06-27,37532.07781833378
2023-06-28,35554.39464172115
2023-06-29,34670.99000242514
2023-06-30,36021.76718465228
2023-07-01,37639.33046062197
2023-07-02,39324.15874575786
2023-07-03,39318.448573603964
2023-07-04,38921.10604421152
2023-07-05,40503.171538082905
2023-07-06,39797.60582127245
2023-07-07,40247.62985440296
2023-07-08,42295.88583038794
2023-07-09,41543.352598152174
2023-07-10,40483.44310199982
2023-07-11,40388.63604823847
2023-07-12,41251.065759355886
2023-07-13,41964.404528636005
2023-07-14,42139.09057251502
2023-07-15,42970.9724583457
2023-07-16,40260.68394352232
2023-07-17,38633.8387826163
2023-07-18,38819.7409120698
2023-07-19,37375.74171167615
2023-07-20,35303.773913049416
2023-07-21,33406.41233614178
2023-07-22,32027.172657662137
2023-07-23,31727.472106194095
2023-07-24,30435.859568129894
2023-07-25,30673.724332831374
2023-07-26,32695.28739562904
2023-07-27,32408.782587369635
2023-07-28,33980.37057148583
2023-07-29,34337.372390417404
2023-07-30,32808.75836256992
2023-07-31,32392.270442309524
2023-08-01,31119.066768956447
2023-08-02,32059.371433037166
2023-08-03,30535.753146188115
2023-08-04,32243.436354530768
2023-08-05,33015.83933675489
2023-08-06,30398.68404078892
2023-08-07,31543.583572760566
2023-08-08,33574.482510793176
2023-08-09,32312.84364645145
2023-08-10,33581.52611269809
2023-08-11,31095.647570918107
2023-08-12,31414.637930989284
2023-08-13,29390.899254655582
2023-08-14,29991.26380644418
2023-08-15,27888.586485760985
2023-08-16,24572.309462416997
2023-08-17,25131.672909875106
2023-08-18,27470.346058367344
2023-08-19,26575.883675865174
2023-08-20,27429.179367953242
2023-08-21,27498.86781227294
2023-08-22,27103.70084401109
2023-08-23,27705.784951598307
2023-08-24,29514.410676439395
2023-08-25,27824.74570036862
2023-08-26,28475.06113506051
2023-08-27,28812.099681634558
2023-08-28,27202.663032698478
2023-08-29,29156.945220416765
2023-08-30,31921.18785920945
2023-08-31,30298.70601506388
2023-09-01,32598.007687629768
2023-09-02,32622.18960564009
2023-09-03,32353.281123836383
2023-09-04,34223.09577664853
2023-09-05,34504.63085616368
2023-09-06,34871.22978717263
2023-09-07,36919.59914627863
2023-09-08,39039.541028948996
2023-09-09,40546.98952426574
2023-09-10,38177.90636891529
2023-09-11,35515.938202300895
2023-09-12,37382.76804479966
2023-09-13,35826.35340964943
2023-09-14,35977.71513534988
2023-09-15,34445.61936751068
2023-09-16,34114.63864515586
2023-09-17,32402.7232505737
2023-09-18,34693.07157608175
2023-09-19,32997.757816067955
2023-09-20,32760.94463520043
2023-09-21,32459.361712638703
2023-09-22,33943.67660156078
2023-09-23,31887.023961138926
2023-09-24,31776.296245116708
2023-09-25,31458.506431508595
2023-09-26,32047.594250225422
2023-09-27,32585.077153348
2023-09-28,31933.937656257338
2023-09-29,32172.08836139373
2023-09-30,31645.612086334102
2023-10-01,32165.35019910288
2023-10-02,31972.976989825376
2023-10-03,31111.858296638646
2023-10-04,31016.482833538466
2023-10-05,31393.196642857292
2023-10-06,34225.08923128341
2023-10-07,33302.95625510722
2023-10-08,33645.82294463517
2023-10-09,35545.75012505572
2023-10-10,32345.206951957938
2023-10-11,29451.538811742856
2023-10-12,27616.27548418513
2023-10-13,27418.840009031817
2023-10-14,30071.66369603664
2023-10-15,30643.24320284591
2023-10-16,32075.196991129353
2023-10-17,31709.28734690794
2023-10-18,28763.05699569328
2023-10-19,25365.596191453977
2023-10-20,26953.2084366401
2023-10-21,27127.829647432296
2023-10-22,25745.990446215055
2023-10-23,26967.268663812567
2023-10-24,25194.52475664408
2023-10-25,26500.85362633571
2023-10-26,28177.867960862506
2023-10-27,27155.563393988876
2023-10-28,25900.74071070026
2023-10-29,26792.129451069624
2023-10-30,25564.515743542936
2023-10-31,26462.54934407057
2023-11-01,25143.98830718529
2023-11-02,25982.051558716597
2023-11-03,26030.559034949816
2023-11-04,25548.495758190296
2023-11-05,24619.63007961644
2023-11-06,24811.17377693622
2023-11-07,23009.49594532372
2023-11-08,22662.30306189409
2023-11-09,22271.37604160867
2023-11-10,22824.400154888874
2023-11-11,21666.587920147915
2023-11-12,23285.445135054255
2023-11-13,22893.946783402247
2023-11-14,21855.80143556026
2023-11-15,23128.83743398367
2023-11-16,24867.804935164157
2023-11-17,24595.23710366141
2023-11-18,23713.349166776694
2023-11-19,23682.14613381618
2023-11-20,23013.80679273865
2023-11-21,22683.826245694
2023-11-22,24054.280771770023
2023-11-23,24435.79914504039
2023-11-24,24527.07415795594
2023-11-25,24808.464201718532
2023-11-26,24703.61457635204
2023-11-27,25469.32467071773
2023-11-28,26343.100701837862
2023-11-29,25895.587307227463
2023-11-30,25950.83178838771
2023-12-01,28431.26282983169
2023-12-02,29014.788600854252
2023-12-03,28745.488634977803
2023-12-04,31057.90178783647
2023-12-05,31011.12750994889
2023-12-06,29666.271592369336
2023-12-07,30457.589516519223
2023-12-08,29319.459230305394
2023-12-09,28670.316801926296
2023-12-10,28984.155896692602
2023-12-11,28784.649111660918
2023-12-12,27892.518232553084
2023-12-13,27226.837141063104
2023-12-14,26542.902234783825
2023-12-15,27744.630465481394
2023-12-16,26853.18292064356
2023-12-17,26187.906492013015
2023-12-18,28335.216533601353
2023-12-19,27511.814598496836
2023-12-20,29145.30686206853
2023-12-21,30861.72584273656
2023-12-22,30590.38034108759
2023-12-23,28898.41167932558
2023-12-24,29423.16772405694
2023-12-25,30153.31646184192
2023-12-26,31280.08377521052
2023-12-27,31311.516252964626
2023-12-28,32738.018490255286
2023-12-29,34667.37097884575
2023-12-30,32998.96641721326
2023-12-31,35008.82247151785
2024-01-01,35217.06866278132
2024-01-02,34385.97225821727
2024-01-03,33888.6981077741
2024-01-04,36385.5062104131
2024-01-05,38065.14494756868
2024-01-06,35196.13579348342
2024-01-07,35269.6550821817
2024-01-08,35010.459590845196
2024-01-09,34705.06399428114
2024-01-10,33955.68630757323
2024-01-11,32000.685637347822
2024-01-12,33186.99158548434
2024-01-13,31858.76592853814
2024-01-14,31312.154628003056
2024-01-15,30523.736075018085
2024-01-16,29596.6617299607
2024-01-17,30434.033509097757
2024-01-18,30847.504025492788
2024-01-19,29986.437898815224
2024-01-20,28819.308832540853
2024-01-21,28210.55811041978
2024-01-22,29246.36516695644
2024-01-23,29340.998689498178
2024-01-24,29548.23019797673
2024-01-25,29117.243434150943
2024-01-26,28769.66470705991
2024-01-27,28955.235720995253
2024-01-28,26906.263231932408
2024-01-29,28989.881413464525
2024-01-30,27844.42135736895
2024-01-31,27143.908945234074
2024-02-01,28567.547029921036
2024-02-02,28789.99897119388
2024-02-03,28780.20596068163
2024-02-04,28083.794549269303
2024-02-05,26349.004856398253
2024-02-06,26518.91847617009
2024-02-07,27721.08801787513
2024-02-08,26626.95151566953
2024-02-09,28115.215037720023
2024-02-10,26691.63407388297
2024-02-11,25807.802345184755
2024-02-12,26290.259151893955
2024-02-13,26238.517486561195
2024-02-14,26894.671294397143
2024-02-15,26057.685046693954
2024-02-16,24947.76255603847
2024-02-17,23028.18878840229
2024-02-18,21665.331126674482
2024-02-19,20603.435090464813
2024-02-20,19341.897366096004
2024-02-21,19575.435163272337
2024-02-22,19037.722050558463
2024-02-23,17551.59701582527
2024-02-24,19800.18665708858
2024-02-25,18777.303155480422
2024-02-26,17746.97467375154
2024-02-27,18704.861782718366
2024-02-28,19650.409279794134
2024-02-29,18655.456612869395
2024-03-01,17470.392052885636
2024-03-02,16655.242082385794
2024-03-03,17439.565650673576
2024-03-04,17174.613958241203
2024-03-05,16609.27212626222
2024-03-06,16557.509930068856
2024-03-07,17311.29330379201
2024-03-08,16284.17309339271
2024-03-09,15974.416732122783
2024-03-10,15101.791519631914
